Tên Công Việc,Tên Công Ty,Lương,Địa Điểm,Hình Ảnh
"Nhân Viên Kinh Doanh/ Sale/ Tư Vấn Bán Hàng Nội Thất, Data Cấp Sẵn, Thu Nhập Lên Đến 30 Triệu",CÔNG TY TNHH NỘI THẤT BẢO LONG GLOBAL,12 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/6a40a35d9b85b15a397243325868ff88-65fa9175f0617.jpg
Chuyên Viên Kinh Doanh - Thiết Bị Thông Minh/Smarthome/Công Nghệ - Thu Nhập 15-20 Triệu/Tháng,Công ty Cổ phần Tập đoàn Song Nam,15 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/xWFHMLs6Ebgp21vO4SQrOrbzKPtMHo3M_1686889629____40dbb341eb4cc8b2150d619e52c31e4a.png
Global IT Sales Executive,Công ty Cổ phần MISA,"700 - 2,000 USD",Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/YVVFSY05ZUhqjlVHtBl2kOD1a189WFj0_1652947920____d78c5dd2ab820dcbb9a367b40e712067.jpg
"GẤP
YouTube Content Creator Full-Time (Không Yêu Cầu Kinh Nghiệm, Thu Nhập 12-20 Triệu/Tháng)",Công Ty Cổ Phần Tập Đoàn Babylons,12 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-tap-doan-babylons-63e5c8d6e9a4a.jpg
"GẤP
Nhân Viên Hành Chính Văn Phòng (Sale Admin) - Làm Việc Với Sàn Thương Mại Điện Tử (Amazon, Etsy ) - Thu Nhập 7 - 10 Triệu",NGỌC PHỈ ( TEE STARS ),7 - 10 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/K8YZZcwmnqGPGwlEleDdzlYza3WAFd7D_1692765266____445d6c5a548a47394e0102a472031c19.jpg
Angular Developer ( Thu Nhập Upto 28 Triệu),Công ty cổ phần phần mềm ITSOL Holdings,15 - 28 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-itsol-holding-0043c8cc313cf697d6d57b736ba4f2ec-6684c82fb4a4f.jpg
Angular Developer ( Thu Nhập Upto 28 Triệu),Công ty cổ phần phần mềm ITSOL Holdings,15 - 28 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-itsol-holding-0043c8cc313cf697d6d57b736ba4f2ec-6684c82fb4a4f.jpg
Digital Marketing Lead,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VINA,25 - 35 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/KhQDRoc5Gn04kpLQi9dH2MN2GOqj4Eu1_1716777662____22d9d09903277e4294e21a54587ddf4a.jpg
Nhân Viên Thu Ngân - Tại Hà Nội (Thu Nhập 6 - 8 Triệu ),CÔNG TY TNHH AEON VIỆT NAM - CHI NHÁNH LONG BIÊN,Trên 6 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-aeon-viet-nam-chi-nhanh-long-bien-37ca0fc3966cfba0da32f6b6be321369-6671457f78a0d.jpg
Phó Tổng Giám Đốc Phụ Trách Nội Chính (Điều Hành) [HN - Thu Nhập Cao],CÔNG TY TNHH QUỐC TẾ HEDY,120 - 150 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/p4b5PqDBmUmhsKrqpkkOb0Qcg3hYNQAd_1713952431____0711409f49fe68139ca0ad32c55f43db.jpg
"GẤP
Nhân Viên Kinh Doanh / Tư Vấn/ Sales Thị Trường (Thu Nhập 8- 20 Triệu) Tại TP Bắc Ninh",CÔNG TY TNHH MÁY BAO BÌ HOÀN MỸ,8 - 20 triệu,Bắc Ninh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-may-bao-bi-hoan-my-df913f0ff5a91d052337acf3bff050fb-6654020459179.jpg
"GẤP
Nhân Viên Kinh Doanh Ô Tô / Nhân Viên Tư Vấn / Chăm Sóc Khách Hàng - Không Yêu Cầu Kinh Nghiệm (Thu Nhập Từ 20 Triệu)",Công ty Cổ phần Trung Thực Auto,20 - 88 triệu,"Hà Nội, Bình Dương",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/nkegxv1Gdz4nyznAgO6qryk8LPImQA0S_1664598658____812414235a973f292c460df323020359.jpg
Nhân Viên Sales Bán Hàng Khu Vực Hồ Chí Minh,CÔNG TY TNHH TM DV V.H SOLUTION,8 - 15 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-tm-dv-vh-solution-f911df93df14f0cccafff27c33261961-668ca2065a373.jpg
Nhân Viên Kinh Doanh Tư Vấn Cho Thuê Tòa Nhà Văn Phòng - TPHCM - Thu Nhập Từ 20 Đến 30 Triệu/ Tháng,Công ty cổ phần Maison Sài Gòn,Thoả thuận,"Hà Nội, Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-maison-sai-gon-23d21260277634e51311b2998d60492f-66b185d23b00d.jpg
Nhân Sự Tổng Hợp Thu Nhập 11- 13 Triệu Phỏng Vấn Đi Làm Ngay,Công ty cổ phần Bánh kẹo Hải Hà,11 - 13 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-banh-keo-hai-ha-5e01ca7fe6009.jpg
IOS Developer ( Thu Nhập Upto 28 Triệu ),Công ty cổ phần phần mềm ITSOL Holdings,15 - 28 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-itsol-holding-0043c8cc313cf697d6d57b736ba4f2ec-6684c82fb4a4f.jpg
"Kiểm Toán Viên Cao Cấp [Hà Nội] - Thu Nhập Cạnh Tranh, Tối Thiểu 3 Năm Kinh Nghiệm",Ngân Hàng Bảo Việt,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ngan-hang-bao-viet-5937b34d972ad_rs.jpg
Nhân Viên An Toàn Thực Phẩm/ Food Safety (Mức Lương 18 - 20 Triệu),Công ty TNHH Joma Việt Nam,18 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-joma-viet-nam-60b72f7fa9454.jpg
AI Engineer - Phú Nhuận,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ APOLLO,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-giai-phap-cong-nghe-apollo-62662ae24fde4.jpg
Nhân Viên Chăm Sóc Khách Hàng Và Xử Lý Hồ Sơ (Case Manager),Công ty TNHH MC&T Việt Nam,"600 - 1,000 USD",Hồ Chí Minh,https://www.topcv.vn/v4/image/normal-company/logo_default.png
Technical Support Engineer (MS Azure),Công ty TNHH ITECHWX,18 - 29 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/zHPfclI9hYhm39LZ9EwZ95NZkGVwlGaZ_1669174840____ca9a1f2f75e7468edd5d18283011d214.png
Giáo Viên Dạy Bổ Trợ Tiếng Anh + Phát Âm Làm Việc Online Thu Nhập Hấp Dẫn,CÔNG TY TNHH PTE HELPER,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-pte-helper-6412f22d5a956.jpg
Operations Executive/Chuyên Viên Vận Hành (Tây Ninh),CÔNG TY CỔ PHẦN QUỐC TẾ ANH VĂN HỘI VIỆT MỸ,Thoả thuận,Tây Ninh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-quoc-te-anh-van-hoi-viet-my-e0d439adc2703dcefe8a18361a7438e1-6462eeed6fb8f.jpg
Leader Idea Creator Ngành POD Thị Trường Âu - Mỹ,CÔNG TY TNHH DITECH MEDIA,20 - 30 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-ditech-media-0be80d14325240849201ab3dab379239-66b7102976dd0.jpg
Sales Engineer - Kỹ Sư Bán Hàng,Văn phòng đại diện Nord Gear Pte Ltd tại Thành Phố Hồ Chí Minh,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/4a37ae8e42a969eb66456b1cb9e05c9b-66b58b6f0a35c.jpg
Junior Sales Executive (B2B) (Open For Freshers) (TP.Hồ Chí Minh),CÔNG TY TNHH DAOUKIWOOM INNOVATION,9 - 12 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/daoukiwoom-innovation-618240aaa66e2.jpg
"Nhân Viên Kinh Doanh - Chăm Sóc Khách Hàng ( Nữ ) - Thu Nhập Đến 15 Triệu - Tại Hải Phòng (Đi Làm Ngay, Không Y/C Kinh Nghiệm)",CÔNG TY TNHH GIÁO DỤC VDN,7 - 15 triệu,Hải Phòng,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-giao-duc-vdn-a475a30c21944ad1919c284d516d6b91-667e91b84ebab.jpg
Customer Service Engineer (IT),Công ty TNHH ITECHWX,18 - 25 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/zHPfclI9hYhm39LZ9EwZ95NZkGVwlGaZ_1669174840____ca9a1f2f75e7468edd5d18283011d214.png
Giáo Viên Vật Lý - PTCD BRVT,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Thoả thuận,Bà Rịa-Vũng Tàu,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg
Quản Đốc Nhà Máy Cán Tại Thanh Hoá /Quản Lý Điều Hành,CÔNG TY TNHH MỘT THÀNH VIÊN THÉP VAS NGHI SƠN,Tới 35 triệu,Hà Nội & 6 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-mot-thanh-vien-thep-vas-nghi-son-7db722cd09f151b522f7f6fbe58d32a9-65ead1a8d9380.jpg
Chuyên Viên/ Chuyên Viên Cao Cấp Kế Toán Tổng Hợp - Tại Hà Nội - Thu Nhập 15 - 32 Triệu,Công ty Tài chính TNHH MB SHINSEI (Mcredit),15 - 32 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tai-chinh-tnhh-mb-shinsei-mcredit-62b9787264bad.jpg
"HOT
Nhân Viên Phát Triển Thị Trường (B2B) Sàn TMĐT Alibaba (Sales Rep) (Lương Cứng 10M1 + Hoa Hồng Không Giới Hạn)",CÔNG TY CỔ PHẦN BPO MẮT BÃO,20 - 50 triệu,Đồng Nai & 2 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/092c89d5ed69a1640a1aa60ee5539208-661f85ebe0fa8.jpg
"HOT
Nhân Viên Sale/Telesale Tại Hồ Chí Minh (Lương Cứng + KPI Thu Nhập Upto 13 Triệu)",CÔNG TY CỔ PHẦN SMARTSCALE,Tới 13 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/7fa7acfa1012a85974e64be70b827c32-65000c32abcb7.jpg
"TOP
Kỹ Sư Dữ Liệu Lớn ( Data Engineer )",TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,16 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/tap-doan-cong-nghiep-vien-thong-quan-doi-6417bb41bf793.jpg
Cán Bộ Kỹ Thuật _ Thu Nhập & Lương Thưởng Tốt,CÔNG TY TNHH BÌNH YÊN,10 - 15 triệu,"Hà Nội, Quảng Ninh",https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-binh-yen-5f73ee5edde4a.jpg
"TOP
R&D Engineer",TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,16 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/tap-doan-cong-nghiep-vien-thong-quan-doi-6417bb41bf793.jpg
Giáo Viên Tiếng Anh IELTS/ English Teacher (Fulltime) - Thu Nhập Upto 20 Triệu - Tại Hà Nội,Công ty Cổ phần công nghệ giáo dục Tata,15 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/qTtPX40HtgFkL56hN2URKmdvWgypbswa_1679028061____f946b08f11c7093da786ba1ffa43db36.jpg
"HOT
Fullstack Developer - Thu Nhập Hấp Dẫn - [Cần Thơ]",CÔNG TY TNHH SYSTEMEXE VIỆT NAM,Thoả thuận,Cần Thơ,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-systemexe-viet-nam-621f3e210b0f5.jpg
"Chuyên Viên Kiểm Thử -Thu Nhập Hấp Dẫn - Nghỉ Thứ 7, Chủ Nhật - Tại Hà Nội",CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 1 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-dich-vu-mobifone-khu-vuc-1-chi-nhanh-tong-cong-ty-vien-thong-mobifone-620397a8e7024.jpg
Nhân Viên Chăm Sóc Khách Hàng (Thu Nhập Hấp Dẫn) - Hà Nội,Công ty Cổ phần MISA,8.5 - 9.5 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/YVVFSY05ZUhqjlVHtBl2kOD1a189WFj0_1652947920____d78c5dd2ab820dcbb9a367b40e712067.jpg
Chuyên Viên Sales Xuất Khẩu,Công Ty Cổ Phần Kết Nối Thời Trang,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-ket-noi-thoi-trang-5ef6fe069b094.jpg
"GẤP
Chăm Sóc Khách Hàng Giỏi Tiếng Anh Ca Đêm - Customer Service Staff (Làm Tại Quận 7, Lương 12-13 Triệu)",CÔNG TY TNHH GBG GROUP SERVICES,Trên 11 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-gbg-group-services-62f4cbe70f556.jpg
Trưởng Ngành Hàng Tấm Ốp Tường Và Cửa Nhựa (Hồ Chí Minh),Công ty TNHH Pima,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-pima-6212eb70bb423.jpg
"GẤP
Nhân Viên Bán Hàng Tại Cửa Hàng (12-18 Triệu Tại Hồ Chí Minh )",CÔNG TY TNHH TM DV HOÀNG VY,12 - 18 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/h8pgUE2X4FBTZ1lHJEtn4ikzKC2ZqQFE_1714973950____f27813359310174f9cb63804fa37a0f4.jpg
Kế Toán Tổng Hợp/General Accouting (Lương +Thưởng Lên Đến 20 Triệu) -Đi Làm Ngay,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI TBESTPRO,Trên 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/4vWQ62m1oJuAIQV3bH7B39pIZiunhStB_1637638187____d0cb0d8137c318fa81171447ba2c1f8a.jpg
Giám Sát An Toàn/ Quản Lý HSE - Tại Đồng Nai (Đi Làm Ngay),CÔNG TY TNHH DECHANG VIỆT NAM,Thoả thuận,Đồng Nai,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/76259c97e58ca41b12ac295105f19363-62f9ad3bd1777.jpg
"Nhân Viên Kinh Doanh Xuất Nhập Khẩu/ Sales Executive - Thu Nhập Theo Năng Lực (Data Có Sẵn, Làm Giờ Hành Chính, Lương Cứng 8 - 10 Triệu + Hoa Hồng) Tại Hồ Chí Mình",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐA QUỐC GIA I.D.I,Thoả thuận,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-dau-tu-va-phat-trien-da-quoc-gia-idi-28010846e685d984ab4385db62d87d1e-66ac572262e78.jpg
"GẤP
Nhân Viên Kinh Doanh /Tư Vấn/Sales Làm Việc Tại Quận 12 - Thu Nhập Từ 15 Triệu / Tháng",CÔNG TY TNHH KINH DOANH BẤT ĐỘNG SẢN NHÂN ĐỨC,Trên 15 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-kinh-doanh-bat-dong-san-nhan-duc-8fa913ac2b150e2ac89f7cf5a7819fc3-649d4f11a0d34.jpg
"HOT
Nhân Viên Kinh Doanh/ Tư Vấn Bán Hàng Ô Tô Subaru - Suzuki - Tại Hồ Chí Minh - Thu Nhập Từ 15 - 30 Triệu/Tháng",CÔNG TY CỔ PHẦN Ô TÔ MINH THANH,15 - 30 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/wIp61zxSBrwY1fE2NRbIFumR2Syb3Nvg_1713516925____9cf05663f496fdd5817e6b5335a8a223.jpg
"TOP
Nhân Viên Chăm Sóc Khách Hàng Tiếng Nhật - Kênh Chat - Mảng Game (N3 Trở Lên, Không Yêu Cầu Kinh Nghiệm)",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,10 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-transcosmos-viet-nam-5961d92dd08ff3673bd213e172710a39-65dd57faac12a.jpg
Nhân Viên Kinh Doanh Mảng Thiết Bị Y Tế Lương Từ 15 Triệu - 20 Triệu Tại HCM,CÔNG TY TNHH TERMINIUS HEALTHCARE VIETNAM,15 - 18 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/FLwQ6thtMCLikDgrivJSRTtmVSWweMgK_1711704445____d669994bc013ce43c48bb8836260339e.jpg
Nhân Viên Tư Vấn - Sản Phẩm Tiềm Năng - Telesale / Sale Bất Động Sản/ Chuyên Viên Bất Động Sản/ Chăm Sóc Khách Hàng- Khu Vực Bình Thạnh Hồ Chí Minh - Có Đào Tạo Từ Đầu - Mức Lương Từ 30Tr-50Tr,Công ty CP Đầu tư và Dịch vụ Đất Xanh Miền Nam,30 - 50 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-cp-dau-tu-va-dich-vu-dat-xanh-mien-nam-ae6f0c8e30e64ee8abdd63d29363b1d0-651bb8a01f97c.jpg
"HOT
Nhân Viên Kinh Doanh, Tư Vấn Thiết Bị Lương Từ 15,000,000vnđ - Hà Đông, Hà Nội",CÔNG TY TNHH CÔNG NGHỆ FEDI,15 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cong-nghe-fedi-635b79c76aa99.jpg
"GẤP
Sales/ Nhân Viên Kinh Doanh (Tiếng Hàn Hoặc Tiếng Trung Giao Tiếp) Từ 1 Năm Kinh Nghiệm (Thu Nhập Từ 20-30 Triệu/ Tháng)",Công ty TNHH MTT Vina Hà Nội,20 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-mtt-vina-ha-noi-5257813ce248da41d6d281b82164110b-6475b25eebaf6.jpg
Quản Lý Dự Án ( Bất Động Sản),CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN VHA,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/GGCSIFguCbCXjNwICjht4VXZBFGOu5aQ_1697517772____98db3c5f4f274828794abc14a3598bba.jpg
"HOT
Nhân Viên Kinh Doanh/ Sales Tour Inbound (Tiếng Anh Giao Tiếp) Lương Cơ Bản 8-15 Triệu + Hoa Hồng",CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH INDOCHINA TRAVEL EXPERT,8 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/u9mBuljtCzB57LEqqpI3DUoPWWcZr89D_1718938280____346c5f4ade1c9ab5876f8890758eb69c.jpg
"Chuyên Viên Cao Cấp - Khách Hàng Cá Nhân/ Khách Hàng Ưu Tiên (VIB Cửa Đông, Hà Nội)",NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUỐC TẾ VIỆT NAM - CHI NHÁNH SỞ GIAO DỊCH,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/ngan-hang-thuong-mai-co-phan-quoc-te-viet-nam-chi-nhanh-so-giao-dich-9966d8eea597b943474cbd99a91d846c-66ac9ba687bab.jpg
"HOT
Nhân Viên Vận Hành Sàn Thương Mại Điện Tử, Kinh Nghiệm Trên 1 Năm, Thu Nhập Hấp Dẫn 12-20 Triệu Tại Hà Nội",CÔNG TY CỔ PHẦN SOLLINA VIỆT NAM,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/mGUR9jRKb0MkTpXwKi4VFOhS4QnVdsUz_1717754961____5c51115f816f65d937cc4e946574b2ba.png
Nhân Viên Kinh Doanh/ Sales Online/ Tư Vấn - Tại Hà Nội - Thu Nhập Từ 10 - 20 Triệu/Tháng,CÔNG TY TNHH ĐIỆN MÁY SAKURA VIỆT NAM,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dien-may-sakura-viet-nam-8a1f3b4854c20631b5f4620262c0be5b-66adf3cc7307b.jpg
"Chuyên Viên Kinh Doanh/ Tư Vấn Bảo Hiểm/ Hoạch Định Tài Chính (Y/C Từ 25 Tuổi, Thu Nhập Đến 50 Triệu ++) Tại Hồ Chí Minh",CÔNG TY TNHH BẢO HIỂM NHÂN THỌ AIA (VIỆT NAM),16 - 50 triệu,Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/dfbcaebaf7366c8856582cb9a6523e38-6694e4445d458.jpg
"Nhân Viên Telesales Tư Vấn Tuyển Sinh (Chỉ Tuyển Nữ, Kinh Nghiệm Telesales Tối Thiểu 6 Tháng) - Thu Nhập Lên Đến 30tr/Tháng",Công ty Cổ phần Công nghệ Prep,18 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-prep-9e0e05f147c67e222533732301419855-64990515c754f.jpg
Nhân Viên Kinh Doanh Tại Hà Nội Yêu Cầu Tối Thiểu 6 Tháng Kinh Nghiệm (Thu Nhập Từ 10-30++ Triệu/ Tháng),CÔNG TY TNHH KIN KIN LOGISTICS,10 - 30 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/WPQZeqVSSkkLHc3YHGyXGIpVWMjqivV6_1705984277____b991ba04615c07481306c4508ce2cb8c.jpg
Nhân Viên Kinh Doanh (Thu Nhập 10 - 20 Triệu +++),Công ty Cổ phần 9Pay,10 - 20 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-9pay-6066e0b3e8cb4.jpg
"Nhân Viên Kinh Doanh Từ 2 Năm Kinh Nghiệm Tại 45 Phạm Hồng Thái, Ba Đình, Hà Nội - Thu Nhập Hấp Dẫn - Đi Làm Ngay",CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT & THƯƠNG MẠI ƯỚC MƠ XANH,Thoả thuận,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dau-tu-san-xuat-va-thuong-mai-uoc-mo-xanh-e60d2ef25bf53d53a131dc8eeb43074d-66a8837a65add.jpg
Nhân Viên Kinh Doanh Tư Vấn- Telesale - Được Hỗ Trợ Data Thu Nhập Từ 10 - 25 Triệu Làm Việc Tại Hà Nội,CHI NHÁNH TẠI VĨNH PHÚC - CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC TẾ CAO MINH,10 - 25 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/chi-nhanh-tai-vinh-phuc-cong-ty-tnhh-thuong-mai-dich-vu-quoc-te-cao-minh-0fedad4aec2a3ee3e5535fd7727d9c1d-669dbf07a278d.jpg
Nhân Viên Tư Vấn Bán Hàng Thời Trang Golf (Thu Nhập 8 - 15 Triệu),CÔNG TY TNHH ĐẦU TƯ TMDV BỐN MÙA,8 - 15 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dau-tu-tmdv-bon-mua-7d4ccd355508fe169900a5b34b2df925-64a7820dc9bbd.jpg
Nhân Viên Kinh Doanh Bất Động Sản - Tư Vấn - Sales Tại Hà Nội Thu Nhập Hấp Dẫn Từ 50 Triệu - Tự Do Thời Gian.,CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN KHÔI,50 - 100 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/GnTXJFp2InDvIpCKdz32qsehWO8xdI2U_1711017256____25ff14c8ebee0372066d4da014be38b3.jpg
"HOT
Nhân Viên Kinh Doanh/ Sales/ Tư Vấn Bán Hàng Showroom Lương 15-30tr ( Không Yêu Cầu Kinh Nghiệm)",CÔNG TY TNHH MỘT THÀNH VIÊN BẮC NINH TRƯỜNG HẢI,15 - 30 triệu,Hà Nội & 4 nơi khác,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-tnhh-mot-thanh-vien-bac-ninh-truong-hai-8cd70eb37d0ddac166cd5ac91f3c7e5a-66a992e5dd613.jpg
Nhân Viên Kinh Doanh / Tư Vấn / Sales Bất Động Sản - Không Yêu Cầu Kinh Nghiệm - Thu Nhập Từ 15 - 50 Triệu,CÔNG TY CỔ PHẦN PHÚ THANH T&T,15 - 50 triệu,Hà Nội,https://cdn-new.topcv.vn/unsafe/150x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phu-thanh-tt-61a60419cd4f6.jpg
